age,month,day_of_week,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,contactosTotales,campañasExitosasPrevias,job_target_mean,marital_divorced,marital_married,marital_single,marital_unknown,education_freq_encode,housing_no,housing_unknown,housing_yes,loan_no,loan_unknown,loan_yes,contact_cellular,contact_telephone,previous_bin,probabilidad_clase_1,real,prediccion
35,5,2,184,1,999,0,1.1,93.994,-36.4,4.856,5191.0,1,0,0.12889457959880496,0,1,0,0,0.22746642213711635,1,0,0,1,0,0,0,1,0,0.0011206554,0,0
22,6,1,181,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,1,0,0.08108874397504962,0,0,1,0,0.22746642213711635,0,0,1,0,0,1,1,0,0,0.0008080274,0,1
51,6,2,85,1,999,0,1.4,94.465,-41.8,4.961,5228.1,1,0,0.06839341131534972,0,1,0,0,0.10345757592103134,0,0,1,1,0,0,0,1,0,0.9401769,0,0
31,11,5,112,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,1,0,0.12889457959880496,0,0,1,0,0.22746642213711635,0,0,1,0,0,1,1,0,0,0.00020075249,0,0
36,8,2,629,7,999,0,1.4,93.444,-36.1,4.963,5228.1,7,0,0.10278093999024232,0,0,1,0,0.22746642213711635,0,0,1,0,0,1,1,0,0,0.010295349,0,0
50,6,5,81,5,999,0,1.4,94.465,-41.8,4.967,5228.1,5,0,0.08108874397504962,0,1,0,0,0.04204649657478828,1,0,0,1,0,0,0,1,0,0.0002467473,0,0
30,11,4,180,2,999,0,-0.1,93.2,-42.0,4.076,5195.8,2,0,0.08108874397504962,0,0,1,0,0.22746642213711635,1,0,0,1,0,0,1,0,0,0.0152388,0,0
50,8,4,23,14,999,0,1.4,93.444,-36.1,4.962,5228.1,14,0,0.12889457959880496,0,1,0,0,0.14631317762554616,1,0,0,1,0,0,1,0,0,0.032572273,0,0
48,7,3,118,3,999,0,1.4,93.918,-42.7,4.963,5228.1,3,0,0.10278093999024232,1,0,0,0,0.12835104374561734,0,0,1,1,0,0,1,0,0,0.4462634,0,0
33,4,4,285,1,999,0,-1.8,93.04681863194511,-46.9606415865418,1.3852251709407635,5099.1,1,0,0.09745628283592948,0,1,0,0,0.1244964724328316,0,0,0,1,0,0,1,0,0,0.9812657,1,1
31,5,5,38,3,999,0,1.1,93.994,-36.4,4.859,5191.0,3,0,0.12889457959880496,0,0,1,0,0.14631317762554616,0,0,1,1,0,0,0,1,0,0.001890333,0,0
41,7,5,1180,2,999,0,1.4,93.918,-42.7,4.963,5228.1,2,0,0.12889457959880496,0,0,1,0,0.29588974594098927,1,0,0,1,0,0,1,0,0,0.000222463,0,1
33,8,3,106,7,999,0,1.4,93.444,-36.1,4.964,5228.1,7,0,0.10406885758998435,0,1,0,0,0.10345757592103134,1,0,0,1,0,0,1,0,0,0.9982955,0,0
46,6,5,9,13,999,0,1.4,94.465,-41.8,4.959,5228.1,13,0,0.06839341131534972,1,0,0,0,0.05601704514806624,0,0,1,0,0,1,0,1,0,0.3214682,0,0
44,8,3,79,6,999,0,1.4,93.444,-36.1,4.964,5228.1,6,0,0.10278093999024232,0,0,1,0,0.29588974594098927,0,0,1,1,0,0,1,0,0,0.0009858574,0,0
31,7,3,104,7,999,0,1.4,93.918,-42.7,4.963,5228.1,7,0,0.13759479956663057,1,0,0,0,0.29588974594098927,0,0,1,0,0,1,1,0,0,0.73942024,0,0
31,8,3,196,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,0,0.12889457959880496,0,1,0,0,0.29588974594098927,1,0,0,1,0,0,1,0,0,0.0012688417,0,0
31,10,5,118,1,999,0,-1.1,94.601,-49.5,0.972,4963.6,1,0,0.12889457959880496,0,0,1,0,0.29588974594098927,0,0,1,1,0,0,0,1,0,0.55033255,0,0
31,4,1,74,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,2,0,0.08108874397504962,0,1,0,0,0.14631317762554616,1,0,0,1,0,0,1,0,0,0.02810068,0,0
24,5,3,66,2,999,0,1.1,93.994,-36.4,4.857,5191.0,2,0,0.08108874397504962,0,1,0,0,0.22746642213711635,0,0,1,1,0,0,0,1,0,0.29959095,0,0
29,7,5,337,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,0,0.08108874397504962,0,0,1,0,0.29588974594098927,0,0,1,1,0,0,1,0,0,0.6948839,0,0
25,7,3,273,2,999,0,1.4,93.918,-42.7,4.963,5228.1,2,0,0.08108874397504962,0,0,1,0,0.22746642213711635,1,0,0,1,0,0,0,1,0,0.0010812882,0,0
39,6,3,63,1,999,0,1.4,94.465,-41.8,4.959,5228.1,1,0,0.08672294704528012,0,1,0,0,0.29588974594098927,0,0,1,1,0,0,0,1,0,0.27423495,0,0
28,7,2,36,1,999,0,1.4,93.918,-42.7,4.955,5228.1,1,0,0.06839341131534972,0,1,0,0,0.05601704514806624,1,0,0,1,0,0,0,1,0,0.0107093565,0,0
36,5,4,140,3,999,0,-1.8,92.893,-46.2,1.327,5099.1,3,0,0.06839341131534972,0,1,0,0,0.14631317762554616,0,0,1,1,0,0,1,0,0,0.9732379,0,0
48,5,2,955,2,999,0,-1.8,92.893,-46.2,1.291,5099.1,2,0,0.1109404990403071,0,1,0,0,0.14631317762554616,0,0,1,0,0,1,1,0,0,0.08833363,1,1
49,6,5,25,1,999,0,1.4,94.465,-41.8,4.959,5228.1,1,0,0.06839341131534972,0,1,0,0,0.10345757592103134,0,1,0,0,1,0,0,1,0,0.057837587,0,0
26,5,2,560,1,999,0,-1.8,92.893,-46.2,1.291,5099.1,1,0,0.08108874397504962,0,1,0,0,0.14631317762554616,1,0,0,0,0,1,1,0,0,0.0061656865,1,1
49,4,1,257,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,0,0.1109404990403071,0,1,0,0,0.29588974594098927,1,0,0,1,0,0,1,0,0,0.29250553,0,0
31,7,3,85,2,999,0,1.4,93.918,-42.7,4.963,5228.1,2,0,0.06839341131534972,0,0,1,0,0.14631317762554616,1,0,0,0,0,1,1,0,0,0.004513665,0,0
38,4,2,620,1,2,1,-1.8,93.075,-47.1,1.453,5099.1,2,1,0.08108874397504962,1,0,0,0,0.22746642213711635,0,0,1,1,0,0,1,0,1,0.9719244,0,1
45,8,3,44,6,999,0,1.4,93.444,-36.1,4.964,5228.1,6,0,0.06839341131534972,0,1,0,0,0.22746642213711635,1,0,0,1,0,0,1,0,0,0.00040862645,0,0
56,5,3,29,1,999,0,1.1,93.994,-36.4,4.858,5191.0,1,0,0.1109404990403071,0,1,0,0,0.29588974594098927,0,0,1,1,0,0,0,1,0,0.0003329596,0,0
40,7,2,243,1,999,0,-2.9,92.469,-33.6,1.044,5076.2,1,0,0.12889457959880496,0,1,0,0,0.29588974594098927,0,0,1,1,0,0,1,0,0,0.99050117,1,1
38,7,1,340,3,999,0,1.4,93.918,-42.7,4.96,5228.1,3,0,0.06839341131534972,0,1,0,0,0.04204649657478828,1,0,0,1,0,0,1,0,0,0.00060641894,0,0
37,5,5,327,1,999,0,1.1,93.994,-36.4,4.864,5191.0,1,0,0.10406885758998435,0,1,0,0,0.14631317762554616,1,0,0,1,0,0,0,1,0,0.033372156,0,0
38,7,2,419,8,999,0,1.4,93.918,-42.7,4.961,5228.1,8,0,0.12889457959880496,1,0,0,0,0.29588974594098927,1,0,0,1,0,0,1,0,0,0.000375573,0,0
33,5,2,322,2,999,0,1.1,93.994,-36.4,4.857,5191.0,2,0,0.08108874397504962,0,1,0,0,0.22746642213711635,1,0,0,1,0,0,0,1,0,0.994615,0,0
29,7,2,82,1,999,0,1.4,93.918,-42.7,4.961,5228.1,1,0,0.10278093999024232,0,1,0,0,0.12835104374561734,0,0,1,0,0,1,1,0,0,0.00047152283,0,0
23,4,1,297,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,4,0,0.12889457959880496,0,1,0,0,0.22746642213711635,1,0,0,1,0,0,1,0,0,0.002306719,0,0
51,7,2,61,1,999,0,1.4,93.918,-42.7,4.961,5228.1,1,0,0.06839341131534972,1,0,0,0,0.14631317762554616,0,0,1,1,0,0,1,0,0,0.0005104776,0,0
33,7,3,590,9,999,0,1.4,93.918,-42.7,4.963,5228.1,9,0,0.13759479956663057,0,1,0,0,0.22746642213711635,0,0,1,1,0,0,1,0,0,0.00060297275,0,0
26,9,2,200,1,999,0,-1.1,94.199,-37.5,0.8804457827440852,4963.6,1,0,0.12889457959880496,0,0,1,0,0.29588974594098927,0,0,1,0,0,0,1,0,0,0.27613074,1,1
49,11,2,336,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,1,0,0.1109404990403071,0,1,0,0,0.14631317762554616,0,1,0,0,1,0,1,0,0,0.0015671939,0,0
36,5,1,77,1,999,0,-1.8,92.893,-46.2,1.264,5099.1,1,0,0.12889457959880496,0,1,0,0,0.29588974594098927,0,0,1,0,0,1,1,0,0,0.0006301669,0,0
39,6,1,187,1,3,5,-1.7,94.055,-39.8,0.72,4991.6,6,1,0.10278093999024232,0,1,0,0,0.29588974594098927,0,0,1,1,0,0,1,0,2,0.11845733,1,1
34,6,1,263,8,999,0,1.4,94.465,-41.8,4.96,5228.1,8,0,0.06839341131534972,0,1,0,0,0.14631317762554616,1,0,0,1,0,0,0,1,0,0.99931467,0,0
35,5,4,332,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,1,0,0.08108874397504962,0,0,1,0,0.22746642213711635,0,0,1,0,0,1,1,0,0,0.9995172,0,0
34,5,3,329,1,999,0,-1.8,92.893,-46.2,1.281,5099.1,1,0,0.12889457959880496,0,1,0,0,0.29588974594098927,1,0,0,1,0,0,1,0,0,0.012008901,0,0
46,6,3,216,2,999,0,1.4,94.465,-41.8,4.864,5228.1,2,0,0.06839341131534972,0,1,0,0,0.22746642213711635,0,0,1,1,0,0,0,1,0,0.07027861,0,0
58,5,1,45,1,999,0,-1.8,92.893,-46.2,1.354,5099.1,1,0,0.2514930325149303,0,1,0,0,0.29588974594098927,0,0,1,1,0,0,1,0,0,0.0015487154,0,0
45,8,5,243,1,999,0,1.4,93.444,-36.1,4.966,5228.1,1,0,0.10278093999024232,0,1,0,0,0.22746642213711635,0,0,1,0,0,1,1,0,0,0.00096145744,0,0
40,8,1,342,2,999,0,1.4,93.444,-36.1,4.965,5228.1,2,0,0.10278093999024232,0,1,0,0,0.29588974594098927,1,0,0,1,0,0,1,0,0,0.0008531371,0,0
34,4,4,285,1,999,0,-1.8,93.02416093072043,-46.84859800905708,1.367820332630687,5099.1,1,0,0.1011850416062163,0,0,0,0,0.17515055851440636,1,0,0,1,0,0,1,0,0,0.0021463353,1,1
29,5,4,48,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,1,0,0.08108874397504962,0,1,0,0,0.12835104374561734,1,0,0,1,0,0,1,0,0,0.00038403444,0,0
42,6,5,55,2,999,0,1.4,94.465,-41.8,4.959,5228.1,2,0,0.08108874397504962,0,1,0,0,0.22746642213711635,1,0,0,1,0,0,0,1,0,0.0012530779,0,0
58,6,1,389,1,999,0,1.4,94.465,-41.8,4.865,5228.1,1,0,0.2514930325149303,0,1,0,0,0.22746642213711635,1,0,0,1,0,0,0,1,0,0.46766427,0,0
55,6,5,585,2,999,0,1.4,94.465,-41.8,4.959,5228.1,2,0,0.06839341131534972,0,1,0,0,0.10345757592103134,0,0,1,1,0,0,0,1,0,0.9978371,1,0
48,8,1,273,3,999,0,1.4,93.444,-36.1,4.963,5228.1,3,0,0.08108874397504962,0,1,0,0,0.22746642213711635,0,0,1,0,0,1,1,0,0,0.99626994,0,0
41,8,5,6,5,999,0,1.4,93.444,-36.1,4.963,5228.1,5,0,0.12889457959880496,0,1,0,0,0.29588974594098927,0,0,1,1,0,0,1,0,0,0.40781382,0,0
37,5,1,492,6,999,0,1.1,93.994,-36.4,4.858,5191.0,6,0,0.06839341131534972,0,1,0,0,0.12835104374561734,0,0,1,1,0,0,0,1,0,0.00069324824,0,0
35,5,5,100,2,999,0,1.1,93.994,-36.4,4.864,5191.0,2,0,0.06839341131534972,0,1,0,0,0.04204649657478828,1,0,0,1,0,0,0,1,0,0.023307094,0,0
44,8,1,116,1,999,0,1.4,93.444,-36.1,4.965,5228.1,1,0,0.12889457959880496,0,1,0,0,0.22746642213711635,1,0,0,1,0,0,1,0,0,0.1537467,0,0
46,8,1,130,1,999,0,1.4,93.444,-36.1,4.97,5228.1,1,0,0.09706774519716886,0,1,0,0,0.22746642213711635,0,0,1,1,0,0,0,1,0,0.017297113,0,0
35,11,3,273,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,2,0,0.12889457959880496,0,0,1,0,0.29588974594098927,0,0,1,1,0,0,1,0,0,0.005992693,0,0
37,6,1,332,2,999,0,1.4,94.465,-41.8,4.961,5228.1,2,0,0.06839341131534972,1,0,0,0,0.14631317762554616,0,0,1,0,0,1,0,1,0,0.83452404,0,0
36,5,1,264,1,10,1,-1.8,92.893,-46.2,1.244,5099.1,2,1,0.12889457959880496,0,1,0,0,0.22746642213711635,0,0,1,0,0,1,1,0,1,0.020547576,0,0
34,6,1,40,1,999,0,1.4,94.465,-41.8,4.865,5228.1,1,0,0.08108874397504962,0,0,1,0,0.12835104374561734,0,0,1,1,0,0,0,1,0,0.37825602,0,0
34,5,4,30,6,999,0,-1.8,92.893,-46.2,1.266,5099.1,6,0,0.08108874397504962,0,0,1,0,0.22746642213711635,1,0,0,0,0,1,0,1,0,0.00051334547,0,0
58,5,1,182,1,999,0,-1.8,92.893,-46.2,1.244,5099.1,1,0,0.1109404990403071,0,1,0,0,0.29588974594098927,1,0,0,1,0,0,1,0,0,0.0033731032,0,0
35,5,2,211,5,999,0,-1.8,92.893,-46.2,1.291,5099.1,5,0,0.08108874397504962,1,0,0,0,0.22746642213711635,0,0,1,1,0,0,1,0,0,0.00014383366,0,0
36,6,4,207,1,999,0,1.4,94.465,-41.8,4.961,5228.1,1,0,0.06839341131534972,0,0,1,0,0.14631317762554616,1,0,0,0,0,1,0,1,0,0.00057813694,0,0
34,11,4,144,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,1,0,0.10278093999024232,0,1,0,0,0.12835104374561734,1,0,0,1,0,0,1,0,0,0.0003977036,0,0
33,6,2,96,2,999,0,1.4,94.465,-41.8,4.961,5228.1,2,0,0.12889457959880496,0,1,0,0,0.22746642213711635,1,0,0,1,0,0,0,1,0,0.005295265,0,0
35,11,3,400,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,1,0,0.1109404990403071,0,1,0,0,0.29588974594098927,0,0,1,1,0,0,1,0,0,0.0007198762,0,0
36,5,4,238,3,999,0,1.1,93.994,-36.4,4.86,5191.0,3,0,0.12889457959880496,0,1,0,0,0.29588974594098927,0,0,1,0,0,1,0,1,0,0.001568153,0,0
45,8,4,545,3,999,0,1.4,93.444,-36.1,4.963,5228.1,3,0,0.10278093999024232,0,0,1,0,0.29588974594098927,1,0,0,1,0,0,1,0,0,0.0011537436,0,0
40,4,1,275,1,999,0,-1.8,93.075,-47.1,1.466,5099.1,1,0,0.08108874397504962,0,0,1,0,0.22746642213711635,1,0,0,1,0,0,1,0,0,0.0007555428,0,0
44,5,5,47,5,999,0,-1.8,92.893,-46.2,1.313,5099.1,5,0,0.1109404990403071,1,0,0,0,0.29588974594098927,0,1,0,0,1,0,1,0,0,0.046196744,0,0
47,12,1,67,5,999,0,-3.0,92.713,-33.0,0.717,5023.5,5,0,0.12889457959880496,0,1,0,0,0.29588974594098927,0,0,1,0,0,1,1,0,0,0.00050918903,0,0
55,5,2,219,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,0,0.12889457959880496,0,1,0,0,0.22746642213711635,1,0,0,1,0,0,0,1,0,0.04856515,0,0
58,5,2,295,3,999,0,1.1,93.994,-36.4,4.856,5191.0,3,0,0.0926517571884984,0,1,0,0,0.10345757592103134,1,0,0,0,0,1,0,1,0,0.2932417,0,0
38,11,4,360,1,999,0,-1.1,94.767,-50.8,1.031,4963.6,1,0,0.09706774519716886,1,0,0,0,0.22746642213711635,0,0,1,0,0,1,1,0,0,0.0066454266,0,1
55,6,4,221,1,999,0,1.4,94.465,-41.8,4.866,5228.1,1,0,0.09706774519716886,1,0,0,0,0.29588974594098927,0,0,1,1,0,0,0,1,0,0.0010221355,0,0
36,7,2,209,1,999,0,1.4,93.918,-42.7,4.961,5228.1,1,0,0.12889457959880496,0,0,1,0,0.04204649657478828,1,0,0,1,0,0,1,0,0,0.020841606,0,0
40,6,1,92,1,999,0,1.4,94.465,-41.8,4.961,5228.1,1,0,0.10278093999024232,0,1,0,0,0.12835104374561734,0,0,1,1,0,0,0,1,0,0.87810904,0,0
47,6,2,296,1,999,0,-2.9,92.963,-40.8,1.2637387409101024,5076.2,1,0,0.12750608591929277,0,1,0,0,0.14631317762554616,1,0,0,1,0,0,0,0,0,0.0061691063,1,1
27,7,2,44,4,999,0,1.4,93.918,-42.7,4.961,5228.1,4,0,0.12889457959880496,0,0,1,0,0.14631317762554616,0,0,1,1,0,0,1,0,0,0.0031999364,0,0
45,11,1,150,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,1,0,0.12889457959880496,0,1,0,0,0.22746642213711635,1,0,0,1,0,0,1,0,0,0.5774421,0,0
40,5,5,28,3,999,0,1.1,93.994,-36.4,4.864,5191.0,3,0,0.12889457959880496,0,0,1,0,0.29588974594098927,0,0,1,1,0,0,0,1,0,0.025710404,0,0
52,5,4,613,1,3,2,-1.8,93.876,-40.0,0.677,5008.7,3,1,0.12889457959880496,0,1,0,0,0.29588974594098927,1,0,0,1,0,0,1,0,1,0.0053467136,1,1
32,7,1,51,2,999,0,1.4,93.918,-42.7,4.962,5228.1,2,0,0.06839341131534972,0,1,0,0,0.10345757592103134,0,0,1,1,0,0,1,0,0,0.00076729385,0,0
52,5,4,91,7,999,0,1.1,93.994,-36.4,4.86,5191.0,7,0,0.2514930325149303,0,1,0,0,0.14631317762554616,1,0,0,1,0,0,0,1,0,0.0030385517,0,0
34,6,1,144,4,999,0,1.4,94.465,-41.8,4.96,5228.1,4,0,0.08672294704528012,0,0,1,0,0.12835104374561734,0,0,1,1,0,0,0,1,0,0.7706519,0,0
36,9,4,548,1,10,3,-1.1,94.58860850328286,-49.130104575607554,1.0204996056698918,4963.6,5,1,0.09724385224822057,0,0,0,0,0.29588974594098927,0,0,0,1,0,0,1,0,1,0.009516969,1,1
47,5,2,79,4,999,0,1.1,93.994,-36.4,4.857,5191.0,4,0,0.10278093999024232,0,1,0,0,0.12835104374561734,1,0,0,1,0,0,0,1,0,0.013220452,0,0
53,5,5,168,3,999,0,1.1,93.994,-36.4,4.864,5191.0,3,0,0.12889457959880496,0,1,0,0,0.14631317762554616,0,0,1,1,0,0,0,1,0,0.6069483,0,0
38,5,3,926,1,999,0,1.1,93.994,-36.4,4.858861113520061,5191.0,1,0,0.06839341131534972,0,1,0,0,0.06855795713993061,0,0,0,1,0,0,0,1,0,0.4241971,1,1
35,5,4,322,3,999,0,-1.8,92.893,-46.2,1.27,5099.1,3,0,0.12889457959880496,0,1,0,0,0.29588974594098927,1,0,0,1,0,0,1,0,0,0.0008335281,0,0
28,5,3,152,1,999,0,1.1,93.994,-36.4,4.859,5191.0,1,0,0.08672294704528012,0,1,0,0,0.29588974594098927,1,0,0,1,0,0,0,1,0,0.667258,0,0
52,8,2,126,4,999,0,1.4,93.444,-36.1,4.968,5228.1,4,0,0.10278093999024232,1,0,0,0,0.12835104374561734,0,0,1,1,0,0,1,0,0,0.39862785,0,0
34,4,2,281,1,2,1,-1.8,92.96747123091744,-46.568264328712644,1.3053274413333074,5099.1,2,1,0.10611968947486816,0,1,0,0,0.29588974594098927,0,0,1,1,0,0,1,0,1,0.011703473,1,1
39,5,2,305,2,999,0,1.1,93.994,-36.4,4.857,5191.0,2,0,0.06839341131534972,1,0,0,0,0.05601704514806624,0,0,1,1,0,0,0,1,0,0.0040419707,0,0
46,5,4,346,6,999,0,1.1,93.994,-36.4,4.86,5191.0,6,0,0.06839341131534972,0,1,0,0,0.14631317762554616,1,0,0,1,0,0,0,1,0,0.6108688,0,0
35,8,2,349,2,999,0,1.4,93.444,-36.1,4.963,5228.1,2,0,0.10278093999024232,0,1,0,0,0.12835104374561734,1,0,0,1,0,0,1,0,0,0.0031527157,0,0
33,11,3,380,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,2,0,0.08672294704528012,0,1,0,0,0.29588974594098927,0,0,1,0,0,1,1,0,0,0.011978361,0,0
55,5,4,190,2,999,0,-1.8,92.893,-46.2,1.327,5099.1,2,0,0.13759479956663057,1,0,0,0,0.29588974594098927,1,0,0,1,0,0,1,0,0,0.00054171437,0,0
46,5,2,409,2,999,0,1.1,93.994,-36.4,4.856,5191.0,2,0,0.06839341131534972,0,1,0,0,0.10345757592103134,0,0,1,0,0,1,0,1,0,0.14793962,0,0
63,4,3,144,4,999,0,-1.8,93.075,-47.1,1.4092892889175874,5099.1,4,0,0.2514930325149303,0,1,0,0,0.07812833867882282,0,0,1,1,0,0,1,0,0,0.0005752211,1,0
44,5,5,135,1,999,0,-1.8,92.893,-46.2,1.259,5099.1,1,0,0.10278093999024232,0,1,0,0,0.12835104374561734,0,0,1,1,0,0,1,0,0,0.6114629,0,0
34,5,1,295,3,999,0,-1.8,92.893,-46.2,1.299,5099.1,3,0,0.08108874397504962,1,0,0,0,0.14631317762554616,1,0,0,0,0,1,1,0,0,0.7379283,0,0
50,7,3,128,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,0,0.2514930325149303,0,1,0,0,0.10345757592103134,0,0,1,1,0,0,1,0,0,0.92706233,0,0
40,6,4,124,1,999,0,1.4,94.465,-41.8,4.958,5228.1,1,0,0.06839341131534972,0,1,0,0,0.10345757592103134,1,0,0,1,0,0,0,1,0,0.20557396,0,0
46,5,2,145,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,0,0.06839341131534972,0,1,0,0,0.14631317762554616,0,0,1,1,0,0,0,1,0,0.00275236,0,0
35,6,2,33,2,999,0,1.4,94.465,-41.8,4.961,5228.1,2,0,0.06839341131534972,0,1,0,0,0.14631317762554616,1,0,0,1,0,0,0,1,0,0.003112445,0,0
42,7,1,401,2,999,0,1.4,93.918,-42.7,4.96,5228.1,2,0,0.12889457959880496,0,0,1,0,0.29588974594098927,1,0,0,1,0,0,1,0,0,0.89210254,0,0
56,5,5,49,1,999,0,1.1,93.994,-36.4,4.855,5191.0,1,0,0.12889457959880496,0,1,0,0,0.22746642213711635,0,0,1,1,0,0,0,1,0,0.0020803607,0,0
56,4,4,141,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,0,0.08672294704528012,0,1,0,0,0.29588974594098927,0,0,1,1,0,0,0,1,0,0.03533113,0,0
53,4,2,142,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,0,0.12889457959880496,0,1,0,0,0.29588974594098927,0,0,1,1,0,0,1,0,0,0.3727689,0,0
55,6,3,182,1,999,0,1.4,94.465,-41.8,4.864,5228.1,1,0,0.2514930325149303,1,0,0,0,0.12835104374561734,1,0,0,1,0,0,0,1,0,0.00435801,0,0
23,7,3,187,1,999,0,1.4,93.918,-42.7,4.963,5228.1,1,0,0.12889457959880496,0,0,1,0,0.12835104374561734,1,0,0,1,0,0,1,0,0,0.98723465,0,0
34,3,1,93,1,999,0,-1.8,92.843,-50.0,1.629,5099.1,1,0,0.10278093999024232,0,1,0,0,0.12835104374561734,0,0,1,1,0,0,1,0,0,0.00052721956,0,0
49,6,5,9,13,999,0,1.4,94.465,-41.8,4.959,5228.1,13,0,0.1109404990403071,0,1,0,0,0.22746642213711635,1,0,0,1,0,0,0,1,0,0.51948184,0,0
28,5,3,852,1,999,0,-1.8,92.893,-46.2,1.2719887431389079,5099.1,1,0,0.11130775483111566,0,0,1,0,0.22746642213711635,0,0,1,1,0,0,1,0,0,0.0008737589,1,1
50,7,3,684,1,999,0,1.4,93.918,-42.7,4.963,5228.1,1,0,0.08108874397504962,1,0,0,0,0.05601704514806624,1,0,0,0,0,1,1,0,0,0.00032449554,1,0
29,4,3,389,2,999,0,-1.8,93.075,-47.1,1.415,5099.1,2,0,0.10278093999024232,0,0,1,0,0.29588974594098927,0,0,1,1,0,0,1,0,0,0.9988219,1,0
27,4,2,605,1,999,0,-1.8,93.749,-34.6,0.646,5008.7,1,0,0.12889457959880496,0,0,1,0,0.29588974594098927,0,0,1,1,0,0,1,0,0,0.17292546,0,1
57,8,5,195,3,999,0,1.4,93.444,-36.1,4.964,5228.1,3,0,0.10278093999024232,0,1,0,0,0.12835104374561734,0,0,1,1,0,0,1,0,0,0.41498938,0,0
32,6,4,307,2,999,0,1.4,94.465,-41.8,4.958,5228.1,2,0,0.06839341131534972,0,1,0,0,0.14631317762554616,1,0,0,1,0,0,0,1,0,0.0026742662,0,0
51,5,3,302,2,999,0,1.1,93.994,-36.4,4.859,5191.0,2,0,0.10278093999024232,0,1,0,0,0.12835104374561734,1,0,0,1,0,0,0,1,0,0.00092426623,0,0
38,11,2,126,3,999,0,-0.1,93.2,-42.0,4.153,5195.8,3,0,0.10406885758998435,0,1,0,0,0.22746642213711635,0,0,1,1,0,0,1,0,0,0.00024862637,0,0
36,5,3,276,4,999,0,1.1,93.994,-36.4,4.856,5191.0,4,0,0.06839341131534972,0,0,1,0,0.04204649657478828,0,0,1,1,0,0,0,1,0,0.9948207,0,0
