Probabilidad_clase_1,Predicción,Real
0.020841606,0,0
0.87810904,1,1
0.0061691063,0,0
0.0031999364,0,0
0.5774421,1,1
0.025710404,0,0
0.0053467136,0,0
0.00076729385,0,0
0.0030385517,0,0
0.7706519,1,1
0.009516969,0,0
0.013220452,0,0
0.6069483,1,1
0.4241971,0,0
0.0008335281,0,0
0.667258,1,0
0.39862785,0,0
0.011703473,0,0
0.0040419707,0,0
0.6108688,1,0
0.0031527157,0,0
0.011978361,0,0
0.00054171437,0,0
0.14793962,0,0
0.0005752211,0,0
0.6114629,1,1
0.7379283,1,1
0.92706233,1,1
0.20557396,0,0
0.00275236,0,0
0.003112445,0,0
0.89210254,1,1
0.0020803607,0,0
0.03533113,0,0
0.3727689,0,0
0.00435801,0,0
0.98723465,1,1
0.00052721956,0,0
0.51948184,1,0
0.0008737589,0,0
0.00032449554,0,0
0.9988219,1,1
0.17292546,0,0
0.41498938,0,1
0.0026742662,0,0
0.00092426623,0,0
0.00024862637,0,0
0.9948207,1,1
0.0026971907,0,0
0.016510412,0,0
0.00013939316,0,0
0.53909,1,1
0.007993725,0,0
0.00031096902,0,0
0.5491329,1,1
0.0019141055,0,0
0.00021949896,0,0
0.16795106,0,0
0.0007790635,0,0
0.8616555,1,1
0.00030068314,0,0
0.0006765775,0,0
0.6462907,1,0
0.0013335547,0,0
0.00076782086,0,0
0.0016832078,0,0
0.1838965,0,0
0.0058522825,0,0
0.008010266,0,0
0.00042407593,0,0
0.58653325,1,0
0.0032715534,0,0
0.02077047,0,0
0.011138393,0,0
0.899513,1,0
0.3645667,0,1
0.997547,1,1
0.021736877,0,0
0.0022620545,0,0
0.13308394,0,0
0.0020909263,0,0
0.46370453,0,0
0.00364559,0,0
0.039157834,0,0
0.00055974774,0,0
0.00076520845,0,0
0.0033320307,0,0
0.9977198,1,1
0.37626863,0,1
0.00039888025,0,0
0.00029374956,0,0
0.4310378,0,0
0.0017820054,0,0
0.0034231967,0,0
0.00043569866,0,0
0.764124,1,0
0.103805326,0,0
0.99901235,1,1
0.00033500727,0,0
0.00013956486,0,0
0.000260647,0,0
0.00029347048,0,0
0.53357834,1,1
0.17088464,0,0
0.006188956,0,0
0.00068883714,0,0
0.00038179223,0,0
0.99740654,1,1
0.00024214349,0,0
0.0008196872,0,0
0.6377513,1,1
0.98977065,1,1
0.6485662,1,1
0.0041611986,0,0
0.01126063,0,0
0.0075795935,0,0
0.10022019,0,0
0.00057916687,0,0
0.69580024,1,0
0.002300003,0,0
0.0003070365,0,0
0.045123417,0,0
0.00079136225,0,0
0.0037076685,0,0
0.7561348,1,1
0.00033421486,0,0
0.00086547533,0,0
0.0022635455,0,0
0.0007437249,0,0
0.0010589432,0,0
0.0007268182,0,0
0.4390152,0,0
0.0005790874,0,0
0.014620876,0,0
0.00062858453,0,0
0.0007651107,0,0
0.09004602,0,0
0.04955065,0,0
0.9509108,1,1
0.0036993166,0,0
0.97091246,1,0
0.08772465,0,0
0.54783535,1,0
0.99794644,1,1
0.0009623226,0,0
0.0006351456,0,0
0.000944238,0,0
0.00013699794,0,0
0.0011814951,0,0
0.28753045,0,0
0.24707647,0,0
0.0023862475,0,0
0.9767305,1,1
0.024868924,0,0
0.24598038,0,0
0.0026547457,0,0
0.9946602,1,1
0.012089919,0,0
0.67314374,1,0
0.8796771,1,1
0.00037915137,0,0
0.98526824,1,1
0.00036943532,0,0
0.0008687894,0,0
0.40863022,0,1
0.9766888,1,1
0.0043173907,0,0
0.0010575922,0,0
0.0010268585,0,0
0.0024294527,0,0
0.07458485,0,0
0.019121004,0,0
0.0011257206,0,0
0.049495302,0,0
0.9946571,1,1
0.0008044032,0,0
0.3859595,0,0
0.9713487,1,1
0.00098555,0,0
0.99949646,1,1
0.0010640692,0,0
0.0069220327,0,0
0.0003723261,0,0
0.0030327719,0,0
0.993361,1,1
0.00038316008,0,0
0.053243693,0,0
0.0238088,0,0
0.035993256,0,0
0.6487666,1,1
0.49214306,0,1
0.5136021,1,1
0.00044682407,0,0
0.00068481424,0,0
0.0018112117,0,0
0.99826497,1,1
0.68004096,1,1
0.0632948,0,0
0.0015429982,0,0
0.10464649,0,1
0.000750932,0,0
0.0011520106,0,0
0.99313617,1,1
0.0004906616,0,0
0.5567675,1,1
0.07735027,0,0
0.16709526,0,0
0.0025782615,0,0
0.9993461,1,1
0.00023952947,0,0
0.002389694,0,0
0.99702317,1,1
0.4118731,0,1
0.12082574,0,0
0.6141066,1,1
0.0007817631,0,0
0.9994992,1,1
0.00060829445,0,0
0.00059316296,0,0
0.8559458,1,1
0.00080067274,0,0
0.004673799,0,0
0.45701355,0,1
0.00088726205,0,0
0.00049212325,0,0
0.0003894997,0,0
0.021453295,0,0
0.00052999175,0,0
0.0014704984,0,0
0.98001915,1,1
0.007818452,0,0
0.00091857905,0,0
0.0010170992,0,0
0.44178984,0,1
0.957106,1,1
0.0029995507,0,0
0.00021804987,0,0
0.045831367,0,1
0.00018705237,0,0
0.06076836,0,0
0.0093610985,0,0
0.009250831,0,0
0.0009702917,0,0
0.0005469092,0,0
0.0009324094,0,0
0.00031839515,0,0
0.0008853564,0,0
0.0006175985,0,0
0.00070136884,0,0
0.003056619,0,0
0.0006261682,0,0
0.000529428,0,0
0.010053247,0,0
0.0004599289,0,0
0.00063821475,0,0
0.0060442584,0,0
0.3763202,0,0
0.0017979471,0,0
0.0005447712,0,0
0.0008816708,0,0
0.0006769929,0,0
0.4561478,0,0
0.0014088965,0,0
0.04847328,0,0
0.58628887,1,1
0.00016190897,0,0
0.98474795,1,1
0.0011511544,0,0
0.019276496,0,0
0.00047803155,0,0
0.0005177423,0,0
0.002253397,0,0
0.0016324548,0,0
0.014026953,0,0
0.00018756567,0,0
0.0010819673,0,0
0.0001935495,0,0
0.0014766058,0,0
0.00021973705,0,0
0.5537011,1,0
0.032741368,0,0
0.06257294,0,0
0.9994,1,1
0.00026756828,0,0
0.21391268,0,0
0.00024934186,0,0
0.7442732,1,1
0.0015013202,0,0
0.07116445,0,0
0.040420692,0,0
0.13279694,0,0
0.00039473252,0,0
0.09540287,0,0
0.0014595482,0,0
0.000994431,0,0
0.9844589,1,1
0.00033328068,0,0
0.011444856,0,0
0.0005860391,0,0
0.9524792,1,1
0.015847621,0,0
0.03005277,0,0
0.00023470487,0,0
0.00018612335,0,0
0.9880981,1,1
0.00031253268,0,0
0.99818724,1,1
0.7877976,1,0
0.00027240565,0,0
0.06046677,0,0
0.99739826,1,1
0.4266631,0,0
0.99963415,1,1
0.0007803062,0,0
0.13684571,0,0
0.9971334,1,1
0.007906446,0,0
0.53913075,1,1
0.0005072668,0,0
0.031238746,0,0
0.00038939706,0,0
0.20856102,0,0
0.00039726688,0,0
0.0009895652,0,0
0.5313832,1,1
0.45628,0,1
0.00041363674,0,0
0.70264,1,0
0.9741717,1,1
0.74596494,1,0
0.00019556092,0,0
0.025346657,0,0
0.0077903415,0,0
0.000456362,0,0
0.00023628333,0,0
0.99977,1,1
0.00044153776,0,0
0.9998348,1,1
0.00165971,0,0
0.0011677982,0,0
0.026393881,0,0
0.0011751323,0,0
0.0046968875,0,0
0.9925932,1,1
0.0003177268,0,0
0.0008385289,0,0
0.00055817264,0,0
0.9580129,1,1
0.019484023,0,0
0.005099772,0,0
0.0021760159,0,0
0.9516514,1,0
0.19387934,0,0
0.0017118051,0,0
0.0010320776,0,0
0.63174736,1,0
0.20684004,0,0
0.92247766,1,1
0.015845072,0,0
0.054788318,0,0
0.0005297258,0,0
0.0132539105,0,0
0.0037624887,0,0
0.24986853,0,0
0.9214084,1,0
0.0006337324,0,0
0.0013301091,0,0
0.9621508,1,1
0.0020588748,0,0
0.0006386653,0,0
0.006011711,0,0
0.0018082131,0,0
0.0009245556,0,0
0.27767906,0,0
0.40133923,0,1
0.0034770092,0,0
0.0006219679,0,0
0.0025502683,0,0
0.029484708,0,0
0.18412462,0,0
0.0007122376,0,0
0.30914128,0,1
0.002297807,0,0
0.0014968772,0,0
0.008013624,0,0
0.9933877,1,1
0.012372999,0,0
0.99928695,1,1
0.49401128,0,1
0.98260087,1,1
0.0036944603,0,0
0.5719466,1,1
0.0004945132,0,0
0.0046430267,0,0
0.01768973,0,0
0.0009887043,0,0
0.00096396793,0,0
0.013183093,0,0
0.0036007105,0,0
0.92673624,1,1
0.99399334,1,1
0.6868652,1,1
0.017519593,0,0
0.0015974189,0,0
0.37754264,0,0
0.00065745594,0,0
0.004535152,0,0
0.010019017,0,0
0.08376602,0,0
0.007145424,0,0
0.38324744,0,0
0.0012145616,0,0
0.25516105,0,1
0.0003907195,0,0
0.100199044,0,0
0.0006270461,0,0
0.7680152,1,1
0.028743777,0,0
0.009035684,0,0
0.6960915,1,1
0.0011428315,0,0
0.19406852,0,1
0.0018139164,0,0
0.99808747,1,1
0.023013342,0,0
0.28221002,0,0
0.0075673684,0,0
0.00017693854,0,0
0.019818252,0,0
0.002194805,0,0
0.0008327576,0,0
0.0006286351,0,0
0.0006851586,0,0
0.2999693,0,1
0.85048026,1,0
0.00075986865,0,0
0.00085751776,0,0
0.0437763,0,0
0.0005346463,0,0
0.33921358,0,0
0.9829543,1,1
0.98507416,1,1
0.46852142,0,0
0.0016105123,0,0
0.0006837053,0,0
0.0008566051,0,0
0.012294693,0,0
0.98895776,1,1
0.0029674964,0,0
0.9973443,1,1
0.6578601,1,0
0.001519486,0,0
0.0059826067,0,0
0.9983559,1,1
0.65055174,1,1
0.0003767855,0,0
0.00027180585,0,0
0.01764362,0,0
0.0005309924,0,0
0.008923816,0,0
0.00030300778,0,0
0.0027195702,0,0
0.0010123281,0,0
0.0071606664,0,0
0.9987797,1,1
0.00057269994,0,0
0.00026755576,0,0
0.00065027276,0,0
0.0039426624,0,0
0.00024782194,0,0
0.36336428,0,1
0.19838111,0,0
0.04944815,0,0
0.000593539,0,0
0.01940321,0,1
0.0021812317,0,0
0.00091378315,0,0
0.24104771,0,0
0.019549811,0,0
0.00092496135,0,0
0.0011138296,0,0
0.00070362433,0,0
0.0009866665,0,0
0.21427998,0,0
0.00064944656,0,0
0.77391624,1,1
0.004055035,0,0
0.98230666,1,1
0.67663574,1,1
0.00067397655,0,0
0.00038536038,0,0
0.0015206953,0,0
0.598703,1,0
0.008186621,0,0
0.0017179078,0,0
0.22469865,0,0
0.0019847448,0,0
0.8789788,1,1
0.0019593495,0,0
0.008488802,0,0
0.00021659279,0,0
0.0006177653,0,0
0.045407537,0,0
0.24055897,0,0
0.9985781,1,1
0.007253645,0,0
0.39999706,0,0
0.124315634,0,0
0.00015288856,0,0
0.00059049285,0,0
0.0005064049,0,0
0.10010534,0,0
0.15066577,0,1
0.00076010905,0,0
0.047077022,0,0
0.9943645,1,1
0.004030665,0,0
0.0002467259,0,0
0.13521266,0,0
0.91722876,1,1
0.85314363,1,1
0.29354146,0,1
0.0001643413,0,0
0.98601115,1,1
0.00029915423,0,0
0.0016031922,0,0
0.0022779352,0,0
0.00069874426,0,0
0.99522,1,1
0.0003869433,0,0
0.0015756343,0,0
0.006793084,0,0
0.0010673414,0,0
0.4367437,0,1
0.55502385,1,1
0.0009959039,0,0
0.99862385,1,1
0.00050695596,0,0
0.010213492,0,0
0.028068062,0,0
0.00052880996,0,0
0.72012377,1,1
0.90474594,1,1
0.0020925396,0,0
0.56307703,1,1
0.0027283058,0,0
0.9311109,1,1
0.00020419556,0,0
0.0014440343,0,0
0.0012330185,0,0
0.00034094707,0,0
0.0006472378,0,0
0.022611078,0,0
0.016839916,0,0
0.0007333153,0,0
0.9929738,1,1
0.8464575,1,1
0.0002219613,0,0
0.043220174,0,0
0.0033236865,0,0
0.08517621,0,0
0.0012025189,0,0
0.030417265,0,0
0.99304974,1,1
0.00039811517,0,0
0.9442997,1,1
0.00063210196,0,0
0.99254954,1,1
0.9980282,1,1
0.003495352,0,0
0.0008137961,0,0
0.00022124503,0,0
0.012265567,0,0
0.026871035,0,0
0.88513094,1,0
0.2909165,0,0
0.00080079486,0,0
0.5212258,1,0
0.44828367,0,0
0.6903376,1,1
0.0030947516,0,0
0.0007716502,0,0
0.93546265,1,1
0.0060543623,0,0
0.0064496915,0,0
0.24768838,0,0
0.00082430616,0,0
0.00049893616,0,0
0.0024029913,0,0
0.001527288,0,0
0.00056816713,0,0
0.00037474345,0,0
0.080927335,0,0
0.04786678,0,0
0.04819337,0,0
0.00149721,0,0
0.0013872153,0,0
0.00890562,0,0
0.019716436,0,0
0.4898097,0,1
0.002275036,0,0
0.0001820577,0,0
0.00015275364,0,0
0.9282968,1,0
0.99816567,1,1
0.00048297519,0,0
0.0020260564,0,0
0.20235771,0,0
0.0007259895,0,0
0.11386614,0,0
0.9966246,1,1
0.005032464,0,0
0.97579736,1,1
0.993349,1,1
0.011180329,0,0
0.0007171117,0,0
0.01340103,0,0
0.012236664,0,0
0.00092703913,0,0
0.058961153,0,0
0.018758647,0,0
0.0047301827,0,0
0.008515819,0,0
0.0003098303,0,0
0.0009085529,0,0
0.25569236,0,0
0.0018941496,0,0
0.0056512817,0,0
0.08778903,0,0
0.004114786,0,0
0.0016078639,0,0
0.86332625,1,1
0.0048827264,0,0
0.940711,1,1
0.41783664,0,0
0.4226971,0,1
0.0019554195,0,0
0.12100974,0,0
0.004266251,0,0
0.015127866,0,0
0.8460285,1,1
0.010703473,0,0
0.013931034,0,0
0.00086886145,0,0
0.0001659932,0,0
0.00039121855,0,0
0.0011457059,0,0
0.00044227391,0,0
0.0014277963,0,0
0.0013949436,0,0
0.08056555,0,0
0.0010484353,0,0
0.11025841,0,0
0.01827052,0,0
0.001007847,0,0
0.9857335,1,1
0.7044676,1,1
0.0010152298,0,0
0.0002070037,0,0
0.00073721533,0,0
0.012951446,0,0
0.99986863,1,1
0.00020391986,0,0
0.00077388145,0,0
0.99550784,1,1
0.029558325,0,0
0.56484807,1,0
0.06386182,0,0
0.0037647807,0,0
0.016507844,0,0
0.00065213867,0,0
0.79318464,1,1
0.0069710473,0,0
0.9984541,1,1
0.9762817,1,1
0.99725515,1,1
0.98395544,1,1
0.98743725,1,1
0.00079616945,0,0
0.99833006,1,1
0.60525525,1,0
0.0020368437,0,0
0.0016811298,0,0
0.0005871399,0,0
0.0007038148,0,0
0.020081118,0,0
0.00028915313,0,0
0.0004231913,0,0
0.21567482,0,0
0.0072775004,0,0
0.0005185081,0,0
0.00026176046,0,0
0.99321485,1,1
0.0051593417,0,0
0.21419872,0,0
0.005017352,0,0
0.0008885738,0,0
0.10735833,0,0
0.39302847,0,1
0.9828227,1,1
0.00041829734,0,0
0.011974478,0,0
0.121886045,0,0
0.011378045,0,0
0.0035603058,0,0
0.7676809,1,1
0.00041464897,0,0
0.18544662,0,0
0.04058575,0,0
0.0005375107,0,0
0.0007144412,0,0
0.5428832,1,1
0.00055772724,0,0
0.64416105,1,1
0.00092864275,0,0
0.00018145754,0,0
0.18600988,0,0
0.35735846,0,0
0.2110309,0,0
0.9994123,1,1
0.99678314,1,1
0.0024361636,0,0
0.985307,1,1
0.000301106,0,0
0.0067691416,0,0
0.20984715,0,1
0.01040281,0,0
0.79597247,1,1
0.000759541,0,0
0.0014910656,0,0
0.0012239581,0,0
0.020960595,0,0
0.37930584,0,0
0.6465645,1,1
0.0041799946,0,0
0.0064963987,0,0
0.0076029296,0,0
0.0009241236,0,0
0.98681253,1,1
0.6775792,1,1
0.00082886463,0,0
0.0048101796,0,0
0.00013817237,0,0
0.10227101,0,0
0.00091524265,0,0
0.00044972575,0,0
0.33248568,0,0
0.9986268,1,1
0.1535427,0,0
0.007987934,0,0
0.54305834,1,1
0.040859036,0,0
0.007547055,0,0
0.16675201,0,0
0.0002702884,0,0
0.6929328,1,1
0.00028463732,0,0
0.00044185272,0,0
0.00020875108,0,0
0.1943393,0,0
0.50850844,1,0
0.07573616,0,0
0.00090168946,0,0
0.0004936848,0,0
0.001002778,0,0
0.9852083,1,1
0.0010103615,0,0
0.0009757687,0,0
0.18406554,0,0
0.0025513906,0,0
0.5281722,1,1
0.014801142,0,0
0.0030484435,0,0
0.00036474701,0,0
0.07445507,0,0
0.0010439955,0,0
0.0023918038,0,0
0.0039334917,0,0
0.0020289875,0,0
0.9989743,1,1
0.00044670355,0,0
0.00067824766,0,0
0.004251588,0,0
0.00072441663,0,0
0.0003632713,0,0
0.00067518104,0,0
0.03007993,0,0
0.018109826,0,0
0.0038265444,0,0
0.00030680388,0,0
0.50677204,1,1
0.00091800373,0,0
0.00026695494,0,0
0.060455948,0,0
0.9459657,1,1
0.8810425,1,0
0.026929038,0,0
0.48429504,0,1
0.9865758,1,1
0.00029638913,0,0
0.20786022,0,0
0.0056630434,0,0
0.005682732,0,0
0.76603705,1,0
0.0008139679,0,0
0.0037865096,0,0
0.0075150863,0,0
0.0005695167,0,0
0.7411386,1,0
0.0017851712,0,0
0.001859486,0,0
0.2854114,0,1
0.0016383803,0,0
0.08790396,0,0
0.0005033768,0,0
0.0008024942,0,0
0.0008651014,0,0
0.07443555,0,0
0.37773803,0,1
0.00074431015,0,0
0.0007125502,0,0
0.51445514,1,0
0.9406398,1,1
0.0005755128,0,0
0.55297625,1,1
0.00083021866,0,0
0.029275222,0,0
0.6338417,1,1
0.0006775935,0,0
0.041786507,0,0
0.26206794,0,0
0.0040555857,0,0
0.0009667667,0,0
0.00062633,0,0
0.0038098237,0,0
0.0090704365,0,0
0.0005218506,0,0
0.28283295,0,1
0.0026863932,0,0
0.0038585255,0,0
0.0005192373,0,0
0.9788897,1,1
0.948089,1,1
0.0006459838,0,0
0.00053213193,0,0
0.34959868,0,1
0.00034875417,0,0
0.6159608,1,1
0.019091684,0,0
0.00016736252,0,0
0.7104832,1,0
0.75481045,1,1
0.01061923,0,0
0.59706765,1,0
0.00022295227,0,0
0.00017794184,0,0
0.0025835938,0,0
0.004031302,0,0
0.7814551,1,1
0.00032475955,0,0
0.0043426417,0,0
0.019577648,0,0
0.05017455,0,0
0.07192675,0,0
0.07904143,0,0
0.54284143,1,0
0.30854088,0,0
0.03680116,0,0
0.00018281683,0,0
0.0019170254,0,0
0.6116366,1,1
0.9991934,1,1
0.000361694,0,0
0.9895454,1,1
0.68580854,1,1
0.0070872516,0,0
0.03710959,0,0
0.00080948824,0,0
0.31216273,0,1
0.0010812464,0,0
0.04819638,0,0
0.0011139669,0,0
0.9909849,1,1
0.0013696653,0,0
0.0002878771,0,0
0.10320437,0,1
0.9955112,1,1
0.823921,1,0
0.6263576,1,0
0.0006647887,0,0
0.0029829608,0,0
0.9995703,1,1
0.9843933,1,1
0.0007768525,0,0
0.0008206806,0,0
0.0011699654,0,0
0.0052593504,0,0
0.44613403,0,0
0.9994943,1,1
0.00078924606,0,0
0.0016216295,0,0
0.00077772536,0,0
0.005146418,0,0
0.00015679402,0,0
0.9598794,1,1
0.0105608525,0,0
0.0068954537,0,0
0.08696331,0,0
0.0021299212,0,0
0.0012414693,0,0
0.026599705,0,0
0.0005122645,0,0
0.9729979,1,1
0.000193427,0,0
0.70568466,1,1
0.00030350566,0,0
0.9964857,1,1
0.023310736,0,0
0.9997844,1,1
0.024734523,0,0
0.74329954,1,1
0.66076577,1,0
0.010383222,0,0
0.163009,0,1
0.0029500634,0,0
0.004736664,0,0
0.00013045134,0,0
0.00072750286,0,0
0.9713751,1,1
0.5624249,1,0
0.4517414,0,0
0.0011836134,0,0
0.007049358,0,0
0.14507315,0,1
0.0001274438,0,0
0.007957251,0,0
0.00052966044,0,0
0.0057901526,0,1
0.9942643,1,1
0.0008268983,0,0
0.0006732604,0,0
0.0004511485,0,0
0.9134181,1,1
0.0051018316,0,0
0.00087949936,0,0
0.00061794615,0,0
0.0009201589,0,0
0.63523257,1,1
0.001605385,0,0
0.0013165163,0,0
0.00038694404,0,0
0.14449127,0,0
0.018475084,0,0
0.0016342984,0,0
0.60653883,1,0
0.0007915519,0,0
0.85089266,1,1
0.94220567,1,1
0.00038343723,0,0
0.00046792245,0,0
0.0011789162,0,0
0.9979194,1,1
0.76083314,1,1
0.05243908,0,0
0.0011855391,0,0
0.0005747267,0,0
0.00069253176,0,0
0.034427807,0,0
0.00014552985,0,0
0.40482345,0,0
0.0004268275,0,0
0.6389008,1,1
0.42826778,0,0
0.00043872863,0,0
0.55939186,1,0
0.0005514646,0,0
0.92562896,1,1
0.11718929,0,0
0.0018673687,0,0
0.0011429497,0,0
0.00048181778,0,0
0.025854014,0,0
0.001385728,0,0
0.00022958749,0,0
0.75964224,1,1
0.37339476,0,1
0.9334309,1,1
0.00023696828,0,0
0.00086651667,0,0
0.38048887,0,0
0.008230915,0,0
0.002031801,0,0
0.9925,1,1
0.00040614582,0,0
0.0004152738,0,0
0.12514104,0,0
0.00015878104,0,0
0.039000295,0,0
0.00086429354,0,0
0.0047144634,0,0
0.9540178,1,1
0.0010528413,0,0
0.0002925977,0,0
0.0008247595,0,0
0.005050513,0,0
0.37963274,0,1
0.40293565,0,0
0.6914596,1,0
0.0019196239,0,0
0.5056902,1,1
0.0039917096,0,0
0.97490394,1,1
0.025698522,0,0
0.0019505983,0,0
0.002941021,0,0
0.0009762639,0,0
0.0053659803,0,0
0.19126375,0,0
0.097254395,0,0
0.0014639037,0,0
0.00044455533,0,0
0.12955666,0,0
0.5176857,1,0
0.0036721306,0,0
0.00091930403,0,0
0.010961025,0,0
0.20128463,0,0
0.00081939704,0,0
0.00023124658,0,0
0.91756225,1,1
0.59986544,1,1
0.0010056472,0,0
0.0010568796,0,0
0.3685267,0,0
0.008550744,0,0
0.0012927041,0,0
0.0006976198,0,0
0.00091579964,0,0
0.0007214834,0,0
0.18435417,0,1
0.9892347,1,1
0.7448857,1,1
0.004692271,0,0
0.00094881747,0,0
0.0016315085,0,0
0.90755737,1,1
0.9989525,1,1
0.99667764,1,1
0.00062837003,0,0
0.0020781404,0,0
0.9651761,1,1
0.00043218795,0,0
0.0005160015,0,0
0.00017548937,0,0
0.998574,1,1
0.00049802527,0,0
0.006822914,0,0
0.93787,1,1
0.00067166175,0,0
0.021163791,0,0
0.00017761908,0,0
0.387172,0,0
0.031425267,0,0
0.9912142,1,1
0.004558757,0,0
0.5875216,1,1
0.009894302,0,0
0.000216806,0,0
0.0011999118,0,0
0.9949856,1,1
0.0011425829,0,0
0.000877398,0,0
0.004772291,0,0
0.033848964,0,0
0.002637746,0,0
0.17687869,0,0
0.061979823,0,0
0.008087576,0,0
0.15626833,0,0
0.0030934908,0,0
0.7925559,1,1
0.6626509,1,1
0.0005051572,0,0
0.656927,1,0
0.012237973,0,0
0.075505845,0,0
0.9978849,1,1
0.600858,1,1
0.0006942786,0,0
0.00016051321,0,0
0.007229758,0,0
0.00010223286,0,0
0.0009990528,0,0
0.06579575,0,0
0.00029332557,0,0
0.9985317,1,1
0.9987184,1,1
0.38132048,0,0
0.00090537017,0,0
0.0038571989,0,0
0.19554266,0,0
0.9852878,1,1
0.0006623069,0,0
0.00038374076,0,0
0.28730476,0,0
0.0006384885,0,0
0.056004044,0,0
0.6292604,1,1
0.95563555,1,1
0.0005360998,0,0
0.25893834,0,0
0.08836931,0,0
0.99442875,1,1
0.04179725,0,0
0.5238659,1,1
0.02190036,0,0
0.07427555,0,0
0.00094130746,0,0
0.022900721,0,0
0.13822097,0,0
0.9946602,1,1
0.7254774,1,1
0.0018726465,0,0
0.94950277,1,1
0.9997476,1,1
0.9997985,1,1
0.0007540535,0,0
0.96390766,1,1
0.46784204,0,0
0.0022789314,0,0
0.06570375,0,0
0.05683267,0,0
0.00015579032,0,0
0.5978243,1,1
0.00032202454,0,0
0.9973375,1,1
0.09094032,0,0
0.007919776,0,0
0.6472947,1,0
0.14893517,0,0
0.00038464158,0,0
0.0003599682,0,0
0.061701585,0,0
0.006897515,0,0
0.0016797234,0,0
0.14969161,0,0
0.2041285,0,0
0.39002842,0,1
0.0023525984,0,0
0.45123926,0,0
0.9985468,1,1
0.0971537,0,0
0.2246375,0,0
0.034572262,0,0
0.48087066,0,1
0.0005587105,0,0
0.99123436,1,1
0.005017566,0,0
0.0006436565,0,0
0.06755899,0,0
0.99914193,1,1
0.99489176,1,1
0.54464746,1,1
0.000678216,0,0
0.0011443747,0,0
0.0007295979,0,0
0.063508436,0,0
0.9953461,1,1
0.027109103,0,0
0.0002417216,0,0
0.02880739,0,0
0.008756072,0,0
0.00028324535,0,0
0.2466029,0,1
0.5115459,1,1
0.8094142,1,1
0.56219006,1,1
0.015100388,0,0
0.010834039,0,0
0.79171,1,1
0.0006228443,0,0
0.86286294,1,1
0.051659256,0,0
0.00016509456,0,0
0.0003138719,0,0
0.5073915,1,1
0.063864,0,0
0.00069893175,0,0
0.005670489,0,0
0.00069385534,0,0
0.83910775,1,1
0.659497,1,1
0.9982351,1,1
0.0005637245,0,0
0.21497297,0,1
0.19347437,0,1
0.0002498778,0,0
0.00016397549,0,0
0.0016909295,0,0
0.000715394,0,0
0.21226518,0,0
0.00037111575,0,0
0.0014624267,0,0
0.004839968,0,0
0.0002838168,0,0
0.00056169956,0,0
0.00017757031,0,0
0.00080209813,0,0
0.013032635,0,0
0.00028466582,0,0
0.0002276855,0,0
0.0067651356,0,0
0.0005325368,0,0
0.13351758,0,0
0.0060662674,0,0
0.002126028,0,0
0.5811742,1,1
0.0011345424,0,0
0.0029014922,0,0
0.0006972698,0,0
0.00025385342,0,0
0.5103245,1,0
0.018815542,0,0
0.00037109028,0,0
0.12664168,0,0
0.90086246,1,1
0.06196962,0,0
0.45186496,0,0
0.0009845213,0,0
0.8855828,1,1
0.57769746,1,0
0.0012179172,0,0
0.43616638,0,1
0.994728,1,1
0.00080204615,0,0
0.11536269,0,1
0.0005243859,0,0
0.9804874,1,1
0.031495098,0,0
0.9926117,1,1
0.9421935,1,1
0.8973057,1,1
0.0014566442,0,0
0.0013747142,0,0
0.8343921,1,0
0.0029607601,0,0
